iteration,rtt_ms,status,proc_ram_mb,proc_vsz_mb,proc_cpu_pct,sys_ram_pct,sys_cpu_pct
168,0.250,ok,38.098,2391.289,0.0,50.1,0.0
169,0.236,ok,38.098,2391.289,0.0,50.1,0.0
170,0.226,ok,38.098,2391.289,0.0,50.1,0.0
171,0.278,ok,38.098,2391.289,0.0,50.1,0.0
172,0.227,ok,38.098,2391.289,0.0,50.1,0.0
173,0.246,ok,38.098,2391.289,0.0,50.1,0.0
174,0.234,ok,38.098,2391.289,0.0,50.1,0.0
175,0.293,ok,38.098,2391.289,0.0,50.1,0.0
176,0.320,ok,38.098,2391.289,0.0,50.1,0.0
177,0.308,ok,38.098,2391.289,0.0,50.1,0.0
178,0.355,ok,38.098,2391.289,0.0,50.1,0.0
179,0.238,ok,38.098,2391.289,0.0,50.1,0.0
180,0.206,ok,38.098,2391.289,0.0,50.1,0.0
181,0.196,ok,38.098,2391.289,0.0,50.1,0.0
182,0.211,ok,38.098,2391.289,0.0,50.1,0.0
183,0.200,ok,38.098,2391.289,0.0,50.1,0.0
184,0.332,ok,38.098,2391.289,0.0,50.1,0.0
185,0.368,ok,38.098,2391.289,0.0,50.1,0.0
186,0.334,ok,38.098,2391.289,0.0,50.1,0.0
187,0.311,ok,38.098,2391.289,0.0,50.1,0.0
188,0.261,ok,38.098,2391.289,0.0,50.1,0.0
189,0.225,ok,38.098,2391.289,0.0,50.1,0.0
190,0.211,ok,38.098,2391.289,0.0,50.1,0.0
191,0.200,ok,38.098,2391.289,0.0,50.1,0.0
192,0.192,ok,38.098,2391.289,0.0,50.1,0.0
193,0.191,ok,38.098,2391.289,0.0,50.1,0.0
194,0.255,ok,38.098,2391.289,0.0,50.1,0.0
195,0.308,ok,38.098,2391.289,0.0,50.1,0.0
196,0.349,ok,38.098,2391.289,0.0,50.1,0.0
197,0.286,ok,38.098,2391.289,0.0,50.1,0.0
198,0.344,ok,38.098,2391.289,0.0,50.1,0.0
199,0.321,ok,38.098,2391.289,0.0,50.1,0.0
200,0.330,ok,38.098,2391.289,0.0,50.1,0.0
201,0.271,ok,38.098,2391.289,0.0,50.1,0.0
202,0.290,ok,38.098,2391.289,0.0,50.1,0.0
203,0.349,ok,38.098,2391.289,0.0,50.1,0.0
204,0.307,ok,38.098,2391.289,0.0,50.1,0.0
205,0.313,ok,38.098,2391.289,0.0,50.1,0.0
206,0.275,ok,38.098,2391.289,0.0,50.1,0.0
207,0.249,ok,38.098,2391.289,0.0,50.1,0.0
208,0.259,ok,38.098,2391.289,0.0,50.1,0.0
209,0.250,ok,38.098,2391.289,0.0,50.1,0.0
210,0.302,ok,38.098,2391.289,0.0,50.1,0.0
211,0.277,ok,38.098,2391.289,0.0,50.1,0.0
212,0.252,ok,38.098,2391.289,0.0,50.1,0.0
213,0.220,ok,38.098,2391.289,0.0,50.1,0.0
214,0.298,ok,38.098,2391.289,0.0,50.1,0.0
215,0.219,ok,38.098,2391.289,0.0,50.1,0.0
216,0.262,ok,38.098,2391.289,0.0,50.1,0.0
217,0.257,ok,38.098,2391.289,0.0,50.1,0.0
218,0.263,ok,38.098,2391.289,0.0,50.1,0.0
219,0.384,ok,38.098,2391.289,0.0,50.1,0.0
220,0.442,ok,38.098,2391.289,0.0,50.1,0.0
221,0.354,ok,38.098,2391.289,0.0,50.1,0.0
222,0.387,ok,38.098,2391.289,0.0,50.1,0.0
223,0.353,ok,38.098,2391.289,0.0,50.1,0.0
224,0.354,ok,38.098,2391.289,0.0,50.1,0.0
225,0.437,ok,38.098,2391.289,0.0,50.1,0.0
226,0.322,ok,38.098,2391.289,0.0,50.1,0.0
227,0.344,ok,38.098,2391.289,0.0,50.1,0.0
228,0.239,ok,38.098,2391.289,0.0,50.1,0.0
229,0.228,ok,38.098,2391.289,0.0,50.1,0.0
230,0.222,ok,38.098,2391.289,0.0,50.1,0.0
231,0.253,ok,38.098,2391.289,0.0,50.1,0.0
232,0.254,ok,38.098,2391.289,0.0,50.1,0.0
233,0.251,ok,38.098,2391.289,0.0,50.1,0.0
234,0.247,ok,38.098,2391.289,0.0,50.1,0.0
235,0.292,ok,38.098,2391.289,0.0,50.1,0.0
236,0.322,ok,38.098,2391.289,0.0,50.1,0.0
237,0.296,ok,38.098,2391.289,0.0,50.1,0.0
238,0.284,ok,38.098,2391.289,0.0,50.1,0.0
239,0.331,ok,38.098,2391.289,0.0,50.1,0.0
240,0.263,ok,38.098,2391.289,0.0,50.1,0.0
241,0.247,ok,38.098,2391.289,0.0,50.1,0.0
242,0.445,ok,38.098,2391.289,0.0,50.1,0.0
243,0.414,ok,38.098,2391.289,0.0,50.1,0.0
244,0.331,ok,38.098,2391.289,0.0,50.1,0.0
245,0.341,ok,38.098,2391.289,0.0,50.1,0.0
246,0.355,ok,38.098,2391.289,0.0,50.1,0.0
247,0.293,ok,38.098,2391.289,0.0,50.1,0.0
248,0.281,ok,38.098,2391.289,0.0,50.1,0.0
249,0.237,ok,38.098,2391.289,0.0,50.1,0.0
250,0.221,ok,38.098,2391.289,0.0,50.1,0.0
251,0.221,ok,38.098,2391.289,0.0,50.1,0.0
252,0.226,ok,38.098,2391.289,0.0,50.1,0.0
253,0.243,ok,38.098,2391.289,0.0,50.1,0.0
254,0.327,ok,38.098,2391.289,0.0,50.1,0.0
255,0.280,ok,38.098,2391.289,0.0,50.1,0.0
256,0.232,ok,38.098,2391.289,0.0,50.1,0.0
257,0.208,ok,38.098,2391.289,0.0,50.1,0.0
258,0.205,ok,38.098,2391.289,0.0,50.1,0.0
259,0.179,ok,38.098,2391.289,0.0,50.1,0.0
260,0.194,ok,38.098,2391.289,0.0,50.1,0.0
261,0.179,ok,38.098,2391.289,0.0,50.1,0.0
262,0.183,ok,38.098,2391.289,0.0,50.1,0.0
263,0.202,ok,38.098,2391.289,0.0,50.1,0.0
264,0.204,ok,38.098,2391.289,0.0,50.1,0.0
265,0.263,ok,38.098,2391.289,0.0,50.1,0.0
266,0.310,ok,38.098,2391.289,0.0,50.1,0.0
267,0.320,ok,38.098,2391.289,0.0,50.1,0.0
268,0.209,ok,38.098,2391.289,0.0,50.1,0.0
269,0.258,ok,38.098,2391.289,0.0,50.1,0.0
270,0.206,ok,38.098,2391.289,0.0,50.1,0.0
271,0.183,ok,38.098,2391.289,0.0,50.1,0.0
272,0.178,ok,38.098,2391.289,0.0,50.1,0.0
273,0.245,ok,38.098,2391.289,0.0,50.1,0.0
274,0.362,ok,38.098,2391.289,0.0,50.1,0.0
275,0.307,ok,38.098,2391.289,0.0,50.1,0.0
276,0.241,ok,38.098,2391.289,0.0,50.1,0.0
277,0.280,ok,38.098,2391.289,0.0,50.1,0.0
278,0.298,ok,38.098,2391.289,0.0,50.1,0.0
279,0.328,ok,38.098,2391.289,0.0,50.1,0.0
280,0.320,ok,38.098,2391.289,0.0,50.1,0.0
281,0.297,ok,38.098,2391.289,0.0,50.1,0.0
282,0.268,ok,38.098,2391.289,0.0,50.1,0.0
283,0.290,ok,38.098,2391.289,0.0,50.1,0.0
284,0.470,ok,38.098,2391.289,0.0,50.1,0.0
285,0.302,ok,38.098,2391.289,0.0,50.1,0.0
286,0.278,ok,38.098,2391.289,0.0,50.1,0.0
287,0.263,ok,38.098,2391.289,0.0,50.1,0.0
288,0.296,ok,38.098,2391.289,0.0,50.1,0.0
289,0.283,ok,38.098,2391.289,0.0,50.1,0.0
290,0.306,ok,38.098,2391.289,0.0,50.1,0.0
291,0.335,ok,38.098,2391.289,0.0,50.1,0.0
292,0.309,ok,38.098,2391.289,0.0,50.1,0.0
293,0.397,ok,38.098,2391.289,0.0,50.1,0.0
294,0.377,ok,38.098,2391.289,0.0,50.1,0.0
295,0.317,ok,38.098,2391.289,0.0,50.1,0.0
296,0.279,ok,38.098,2391.289,0.0,50.1,0.0
297,0.276,ok,38.098,2391.289,0.0,50.1,0.0
298,0.230,ok,38.098,2391.289,0.0,50.1,0.0
299,0.289,ok,38.098,2391.289,0.0,50.1,0.0
300,0.264,ok,38.098,2391.289,0.0,50.1,0.0
301,0.227,ok,38.098,2391.289,0.0,50.1,0.0
302,0.206,ok,38.098,2391.289,0.0,50.1,0.0
303,0.199,ok,38.098,2391.289,0.0,50.1,0.0
304,0.209,ok,38.098,2391.289,0.0,50.1,0.0
305,0.245,ok,38.098,2391.289,0.0,50.1,0.0
306,0.204,ok,38.098,2391.289,0.0,50.1,0.0
307,0.221,ok,38.098,2391.289,0.0,50.1,0.0
308,0.223,ok,38.098,2391.289,0.0,50.1,0.0
309,0.228,ok,38.098,2391.289,0.0,50.1,0.0
310,0.254,ok,38.098,2391.289,0.0,50.1,0.0
311,0.249,ok,38.562,2391.977,35.4,50.1,0.0
312,0.216,ok,38.562,2391.977,35.4,50.1,0.0
313,0.218,ok,38.562,2391.977,35.4,50.1,0.0
314,0.195,ok,38.562,2391.977,35.4,50.1,0.0
315,0.189,ok,38.562,2391.977,35.4,50.1,0.0
316,0.200,ok,38.562,2391.977,35.4,50.1,0.0
317,0.207,ok,38.562,2391.977,35.4,50.1,0.0
318,0.362,ok,38.562,2391.977,35.4,50.1,0.0
319,0.327,ok,38.562,2391.977,35.4,50.1,0.0
320,0.297,ok,38.562,2391.977,35.4,50.1,0.0
321,0.273,ok,38.562,2391.977,35.4,50.1,0.0
322,0.255,ok,38.562,2391.977,35.4,50.1,0.0
323,0.330,ok,38.562,2391.977,35.4,50.1,0.0
324,0.353,ok,38.562,2391.977,35.4,50.1,0.0
325,0.383,ok,38.562,2391.977,35.4,50.1,0.0
326,0.346,ok,38.562,2391.977,35.4,50.1,0.0
327,0.441,ok,38.562,2391.977,35.4,50.1,0.0
328,0.418,ok,38.562,2391.977,35.4,50.1,0.0
329,0.332,ok,38.562,2391.977,35.4,50.1,0.0
330,0.314,ok,38.562,2391.977,35.4,50.1,0.0
331,0.302,ok,38.562,2391.977,35.4,50.1,0.0
332,0.300,ok,38.562,2391.977,35.4,50.1,0.0
333,0.308,ok,38.562,2391.977,35.4,50.1,0.0
334,0.196,ok,38.562,2391.977,35.4,50.1,0.0
335,0.260,ok,38.562,2391.977,35.4,50.1,0.0
336,0.266,ok,38.562,2391.977,35.4,50.1,0.0
337,0.219,ok,38.562,2391.977,35.4,50.1,0.0
338,0.260,ok,38.562,2391.977,35.4,50.1,0.0
339,0.212,ok,38.562,2391.977,35.4,50.1,0.0
340,0.266,ok,38.562,2391.977,35.4,50.1,0.0
341,0.266,ok,38.562,2391.977,35.4,50.1,0.0
342,0.288,ok,38.562,2391.977,35.4,50.1,0.0
343,0.254,ok,38.562,2391.977,35.4,50.1,0.0
